UID_01,BIOCHEMICAL,BIOCHEMICAL_NAME1,BIOCHEMICAL_NAME2,BIOCHEMICAL_NAME3,NCI_METABOLON_NAME1,NCI_METABOLON_NAME2,NCI_METABOLON_NAME3,ABC_BROAD_NAME,FENLAND_METABOLON_NAME,FENLAND_BIOCRATES_NAME,ARIC_BATCH1_METABOLON_NAME,ARIC_BATCH2_METABOLON_NAME,UCLEB_NMR_NAME,SHANGHAI_CHD_METABOLON_NAME,HCI_WCMC_NAME,HMDB_ID,HMDB_ID1,HMDB_ID2,CHEMICAL_ID,COMP_ID,PUBCHEM,CHEMSPIDER,CHEBI,INCHI,INCHIKEY,CAS,KEGG,SUPER_PATHWAY,SUB_PATHWAY,FLAG
COMP52726,1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,,,_1_stearoyl_2_oleoyl_gpi__18_,,,,,,,,,,,,,,,52726,,,,,,,,LIPID,PHOSPHOLIPID METABOLISM,
HMDB10384,1-stearoyl-GPC (18:0) or 1-stearoylglycerophosphocholine (18:0),1-stearoyl-GPC (18:0),1-stearoylglycerophosphocholine (18:0),,_1_stearoyl_gpc__18_0_,_1_stearoylglycerophosphochol,,C18:0 LPC,1-stearoyl-GPC (18:0),,1-stearoylglycerophosphocholine,1-stearoylglycerophosphocholine (18:0),,1-stearoylglycerophosphocholine,LPC (18:0),HMDB10384,HMDB10384,,100001271,33961,497299;24779527,,,"InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1",IHNKQIMGVNPMTC-RUZDIDTESA-N,19420-57-6,,LIPID,LYSOLIPID,
HMDB11130,1-stearoyl-GPE (18:0) or 1-stearoylglycerophosphoethanolamine,1-stearoyl-GPE (18:0),1-stearoylglycerophosphoethanolamine,,_1_stearoyl_gpe__18_0_,_1_stearoylglycerophosphoetha,,C18:0 LPE,1-stearoyl-GPE (18:0),,1-stearoylglycerophosphoethanolamine,1-stearoylglycerophosphoethanolamine,,1-stearoylglycerophosphoethanolamine,1-Octadecanoyl-sn-glycero-3-phosphoethanolamine,HMDB11130,HMDB11130,,100001461,34416;42398,9547068,7826018,,"InChI=1S/C23H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h22,25H,2-21,24H2,1H3,(H,27,28)/t22-/m1/s1",BBYWOYAFBUOUFP-JOCHJYFZSA-N,69747-55-3,,LIPID,LYSOLIPID,
CHEM100001462,1-stearoyl-GPG (18:0) or 1-stearoylglycerophosphoglycerol,1-stearoyl-GPG (18:0),1-stearoylglycerophosphoglycerol,,_1_stearoyl_gpg__18_0_,_1_stearoylglycerophosphoglyc,,,,,,1-stearoylglycerophosphoglycerol,,,,,,,100001462,34437,,,,,,,,LIPID,LYSOLIPID,
CHEM100004327,1-stearoyl-GPS (18:0)* or 1-stearoylglycerophosphoserine*,1-stearoyl-GPS (18:0),1-stearoylglycerophosphoserine,,_1_stearoyl_gps__18_0_,_1_stearoylglycerophosphoseri,,,,,,,,,,,,,100004327,45966,9547101,,,,,,,LIPID,LYSOLIPID,
HMDB31075,1-stearoylglycerol (1-monostearin),1-stearoylglycerol (1-monostearin),,,_1_stearoylglycero,,,,,,1-stearoylglycerol (1-monostearin),1-stearoylglycerol (1-monostearin),,,1-monostearin,HMDB31075,HMDB31075,,100000932,21188,24699,,,"InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3",VBICKXHEKHSIBG-UHFFFAOYSA-N,123-94-4;31566-31-1,D01947,LIPID,MONOACYLGLYCEROL,
CHEM100001670,1-stearoylglycerophosphate,1-stearoylglycerophosphate,,,_1_stearoylglycerophosphate,,,,,,,,,,,,,,100001670,36810,89567,,,,,325465-92-7;799268-65-8,,LIPID,LYSOLIPID,
HMDB61696,1-stearoylglycerophosphoinositol or 1-stearoyl-GPI (18:0),1-stearoylglycerophosphoinositol,1-stearoyl-GPI (18:0),,_1_stearoylglycerophosphoinos,_1_stearoyl_gpi__18_0_,,,1-stearoyl-GPI (18:0),,1-stearoylglycerophosphoinositol,1-stearoylglycerophosphoinositol,,1-stearoylglycerophosphoinositol,,HMDB61696,HMDB61696,,100000656,19324,,,,,,796963-93-4,,LIPID,LYSOLIPID,
HMDB60038,10-heptadecenoate (17:1n7),10-heptadecenoate (17:1n7),,,_10_heptadecenoate__17_1n7_,,,,10-heptadecenoate (17:1n7),,10-heptadecenoate (17:1n7),10-heptadecenoate (17:1n7),,10-heptadecenoate (17:1n7),,HMDB60038,HMDB60038,,100001278,33971,5312435,,,,,29743-97-3,,LIPID,LONG CHAIN FATTY ACID,
HMDB13622,10-nonadecenoate (19:1n9),10-nonadecenoate (19:1n9),,,_10_nonadecenoate__19_1n9_,,,,10-nonadecenoate (19:1n9),,10-nonadecenoate (19:1n9),10-nonadecenoate (19:1n9),,10-nonadecenoate (19:1n9),,HMDB13622,HMDB13622,,100001277,33972,5312513,,,,,73033-09-7,,LIPID,LONG CHAIN FATTY ACID,
CHEM100001197,10-undecenoate (11:1n1),10-undecenoate (11:1n1),,,_10_undecenoate__11_1n1_,,,,10-undecenoate (11:1n1),,,10-undecenoate (11:1n1),,,,,,,100001197,32497,,,,,,1333-28-4,,LIPID,MEDIUM CHAIN FATTY ACID,
CHEM100002781,11-dehydrocorticosterone,11-dehydrocorticosterone,,,_11_dehydrocorticosterone,,,,,,,11-dehydrocorticosterone,,,,,,,100002781,39779,,,,,,72-23-1,,LIPID,STEROL/STEROID,
CHEM100005402,11-ketoetiocholanolone glucuronide,11-ketoetiocholanolone glucuronide,,,_11_ketoetiocholanolone_glucu,,,,,,,11-ketoetiocholanolone glucuronide,,,,,,,100005402,47135,,,,,,17181-16-7,,LIPID,STEROL/STEROID,
HMDB04705,"12,13-DiHOME or 12,13-hydroxyoctadec-9(Z)-enoate","12,13-DiHOME","12,13-hydroxyoctadec-9(Z)-enoate",,_12_13_dihome,_12_13_hydroxyoctadec_9_z__en,,,,,,,,,,HMDB04705,HMDB04705,,62,38395,10236635,,,,,263399-35-5,C14829,LIPID,"FATTY ACID, DIHYDROXY",
CHEM100004530,12-(sulfoxy)octadecanoic acid,12-(sulfoxy)octadecanoic acid,,,_12__sulfoxy_octadecanoic_aci,,,,,,,,,,,,,,100004530,43395,,,,,,,,LIPID,"FATTY ACID, BRANCHED",
HMDB06111,12-HETE,12-HETE,,,_12_hete,,,,,,,,,,,HMDB06111,HMDB06111,,100002167,37536,5312983,,,,,71030-37-0;73837-14-6,,LIPID,EICOSANOID,
COMP57393,12-HHTrE,12-HHTrE,,,_12_hhtre,,,,,,,,,,,,,,,57393,5283141,,,,,54397-84-1,,LIPID,EICOSANOID,
HMDB00400,12-dehydrocholate,12-dehydrocholate,,,_12_dehydrocholate,,,,,,,,,,,HMDB00400,HMDB00400,,100001072,31887;44644,94235,,,,,2458-08-4;2458-08-4,,LIPID,SECONDARY BILE ACID METABOLISM,
CHEM100002196,13-HODE + 9-HODE,13-HODE + 9-HODE,,,_13_hode___9_hode,,,,13-HODE + 9-HODE,,13-HODE + 9-HODE,13-HODE + 9-HODE,,13-HODE + 9-HODE,,,,,100002196,37752,43013,,,,,,,LIPID,"FATTY ACID, MONOHYDROXY",
CHEM100002344,13-methylmyristate or 13-methylmyristic acid,13-methylmyristate,13-methylmyristic acid,,_13_methylmyristate,_13_methylmyristic_acid,,,,,,,,,,,,,100002344,38293,151014,,,,,2485-71-4,,LIPID,"FATTY ACID, BRANCHED",
CHEM1245,13-octadecenoate (18:1n5),13-octadecenoate (18:1n5),,,_13_octadecenoate__18_1n5_,,,,,,,,,,,,,,1245,17804,5312441,,,,,13126-39-1,,LIPID,LONG CHAIN FATTY ACID,
COMP53034,14-HDoHE/17-HDoHE,14-HDoHE/17-HDoHE,,,_14_hdohe_17_hdohe,,,,,,,,,,,,,,,53034,,,,,,,,LIPID,"FATTY ACID, MONOHYDROXY",
HMDB02110,15-HETE,15-HETE,,,_15_hete,,,,,,,,,,,HMDB02110,HMDB02110,,,37538,5280724,,,,,54845-95-3,C04742,LIPID,EICOSANOID,
COMP38295,15-methylpalmitate,15-methylpalmitate,,,_15_methylpalmitate,,,,,,,,,,isoheptadecanoic acid NIST,,,,,38295,164860,,70850,"InChI=1S/C17H34O2/c1-16(2)14-12-10-8-6-4-3-5-7-9-11-13-15-17(18)19/h16H,3-15H2,1-2H3,(H,18,19)",IIUXHTGBZYEGHI-UHFFFAOYSA-N,1603-03-8,,LIPID,"FATTY ACID, BRANCHED",
HMDB06294,16-hydroxypalmitate,16-hydroxypalmitate,,,_16_hydroxypalmitate,,,,16-hydroxypalmitate,,,16-hydroxypalmitate,,,,HMDB06294,HMDB06294,,100002953,39609,10466,,,,,506-13-8,C18218,LIPID,"FATTY ACID, MONOHYDROXY",
CHEM100002126,16a-hydroxy DHEA 3-sulfate,16a-hydroxy DHEA 3-sulfate,,,_16a_hydroxy_dhea_3_sulfate,,,,16a-hydroxy DHEA 3-sulfate,,,16a-hydroxy DHEA 3-sulfate,,,,,,,100002126,38168,,,,,,,,LIPID,STEROL/STEROID,
CHEM100002356,17-methylstearate,17-methylstearate,,,_17_methylstearate,,,,17-methylstearate,,,17-methylstearate,,17-methylstearate,,,,,100002356,38296,3083779,,,,,2724-59-6,,LIPID,"FATTY ACID, BRANCHED",
CHEM100005418,17alpha-hydroxypregnanolone glucuronide,17alpha-hydroxypregnanolone glucuronide,,,_17alpha_hydroxypregnanolone,,,,,,,17alpha-hydroxypregnanolone glucuronide,,,,,,,100005418,47403,,,,,,,,LIPID,STEROL/STEROID,
HMDB00416,"17alpha-hydroxypregnenolone sulfate or 5-pregnen-3b, 17-diol-20-one 3-sulfate",17alpha-hydroxypregnenolone sulfate,"5-pregnen-3b, 17-diol-20-one 3-sulfate",,_17alpha_hydroxypregn_sulfate,_5_pregnen_3b__17_d_20_o_3_s,,,,,,"5-pregnen-3b, 17-diol-20-one 3-sulfate",,,,HMDB00416,HMDB00416,,100002128,37482,152971,,,,,28901-70-4,,LIPID,STEROL/STEROID,
HMDB00012,2'-deoxyuridine,2'-deoxyuridine,,,_2__deoxyuridine,,,,,,,2'-deoxyuridine,,,,HMDB00012,HMDB00012,,536,1412;52602,13712,,,,,951-78-0,C00526,NUCLEOTIDE,"PYRIMIDINE METABOLISM, URACIL CONTAINING",
CSID24822678,"2,3-Bis[(12Z)-12-henicosenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","2,3-Bis[(12Z)-12-henicosenoyloxy]propyl 2-(trimet",,,,,,,,PC aa C42:2,,,,,,,,,,,,24822678,,"InChI=1S/C50H96NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-40-42-49(52)56-46-48(47-58-60(54,55)57-45-44-51(3,4)5)59-50(53)43-41-39-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20-23,48H,6-19,24-47H2,1-5H3/b22-20-,23-21-",YVFPOOXZDWAAMA-YEUCEMRASA-N,,,,,
CSID4946694,"2,3-Bis[(9Z,12Z,15Z)-9,12,15-octadecatrienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","2,3-Bis[(9Z,12Z,15Z)-9,12,15-octadecatrienoyloxy]",,,,,,,,PC aa C36:6,,,,,,,,,,,,4946694,,"InChI=1S/C44H76NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h8-11,14-17,20-23,42H,6-7,12-13,18-19,24-41H2,1-5H3/b10-8-,11-9-,16-14-,17-15-,22-20-,23-21-",XXKFQTJOJZELMD-RSLAUBRISA-N,,,,,
HMDB03156,"2,3-butanediol","2,3-butanediol",,,_2_3_butanediol,,,,,,,,,,"butane-2,3-diol NIST",HMDB03156,HMDB03156,,,35691,,,,"InChI=1S/C4H10O2/c1-3(5)4(2)6/h3-6H,1-2H3",OWBTYPJTUOEWEK-UHFFFAOYSA-N,24347-58-8,C03044,CARBOHYDRATE,"GLYCOLYSIS, GLUCONEOGENESIS, PYRUVATE METABOLISM",
PUBCHEM445637,"2,3-dihydroxybutanoic acid NIST","2,3-dihydroxybutanoic acid NIST",,,,,,,,,,,,,"2,3-dihydroxybutanoic acid NIST",,,,,,445637,,,"InChI=1S/C5H12N2O/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H2,7,8)/t4-/m0/s1",XDEHMKQLKPZERH-BYPYZUCNSA-N,,,,,
HMDB12141,"2,3-dihydroxyisovalerate","2,3-dihydroxyisovalerate",,,_2_3_dihydroxyisovalerate,,,,"2,3-dihydroxyisovalerate",,,"2,3-dihydroxyisovalerate",,,,HMDB12141,HMDB12141,,100002417,38276,677,,,,,1756-18-9,C04039,COFACTORS AND VITAMINS; XENOBIOTICS,PANTOTHENATE AND COA METABOLISM; FOOD COMPONENT/PLANT,
HMDB06320,"2,6 Dimethylheptanoyl carnitine","2,6 Dimethylheptanoyl carnitine",,,,,,,,Nonanoylcarnitine,,,,,,HMDB06320,HMDB06320,,,,,,,"InChI=1S/C16H31NO4/c1-12(2)8-7-9-13(3)16(20)21-14(10-15(18)19)11-17(4,5)6/h12-14H,7-11H2,1-6H3",QBYXBONNCVATNQ-UHFFFAOYSA-N,,,,,"Has a ??? in the middle of the InChi string, I think it might be a typo: ?InChI=1S/C16H31NO4/c1-12(2)8-7-9-13(3)16(20)21-14(10-15(18)19)11-?17(4,5)6/h12-14H,7-11H2,1-6H3?. If I take the ??? out then it matches 2,6 Dimethylheptanoyl carnitine, which is HMDB06320"
CSID24822555,2-(Docosanoyloxy)-3-[(9Z)-9-octadecenoyloxy]propyl 2-(trimethylammonio)ethyl phosphate,2-(Docosanoyloxy)-3-[(9Z)-9-octadecenoyloxy]propy,,,,,,,,PC aa C40:1,,,,,,,,,,,,24822555,,"InChI=1S/C48H94NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h21,26,46H,6-20,22-25,27-45H2,1-5H3/b26-21-",VKFMYKGEBZVPJU-QLYXXIJNSA-N,,,,,
CSID24822894,2-(Icosanoyloxy)-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate,2-(Icosanoyloxy)-3-(octadecyloxy)propyl 2-(trimet,,,,,,,,PC ae C38:0,,,,,,,,,,,,24822894,,"InChI=1S/C46H94NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-46(48)54-45(44-53-55(49,50)52-42-40-47(3,4)5)43-51-41-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h45H,6-44H2,1-5H3",BVCZSMAYNCVQDT-UHFFFAOYSA-N,,,,,
CSID24822473,2-(Icosanoyloxy)-3-(stearoyloxy)propyl 2-(trimethylammonio)ethyl phosphate,2-(Icosanoyloxy)-3-(stearoyloxy)propyl 2-(trimeth,,,,,,,,PC aa C38:0,,,,,,,,,,,,24822473,,"InChI=1S/C46H92NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h44H,6-43H2,1-5H3",ZNSGCWMTNLBFEQ-UHFFFAOYSA-N,,,,,
CSID24822837,2-(Palmitoyloxy)-3-(tetradecyloxy)propyl 2-(trimethylammonio)ethyl phosphate,2-(Palmitoyloxy)-3-(tetradecyloxy)propyl 2-(trime,,,,,,,,PC ae C30:0,,,,,,,,,,,,24822837,,"InChI=1S/C38H78NO7P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-38(40)46-37(36-45-47(41,42)44-34-32-39(3,4)5)35-43-33-30-28-26-24-22-19-17-15-13-11-9-7-2/h37H,6-36H2,1-5H3",BYMZZQJJOHDZOU-UHFFFAOYSA-N,,,,,
CSID24822227,2-(Tridecanoyloxy)-3-(undecanoyloxy)propyl 2-(trimethylammonio)ethyl phosphate,2-(Tridecanoyloxy)-3-(undecanoyloxy)propyl 2-(tri,,,,,,,,PC aa C24:0,,,,,,,,,,,,24822227,,"InChI=1S/C32H64NO8P/c1-6-8-10-12-14-16-17-19-21-23-25-32(35)41-30(29-40-42(36,37)39-27-26-33(3,4)5)28-38-31(34)24-22-20-18-15-13-11-9-7-2/h30H,6-29H2,1-5H3",JSTOGINWIJTJIQ-UHFFFAOYSA-N,,,,,
HMDB13161,2-Hexenoylcarnitine (Hexenoyl-L-carnitine),2-Hexenoylcarnitine,Hexenoyl-L-carnitine,,,,,,,Hexenoylcarnitine,,,,,,HMDB13161,HMDB13161,,,,53481638,,,,,,,,,
CSID24822495,"2-[(4E,7E,10E,13E,16E)-4,7,10,13,16-Docosapentaenoyloxy]-3-(stearoyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2-[(4E,7E,10E,13E,16E)-4,7,10,13,16-Docosapentaen",,,,,,,,PC aa C40:5,,,,,,,,,,,,24822495,,"InChI=1S/C48H86NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h14,16,20,22,24-25,29,31,35,37,46H,6-13,15,17-19,21,23,26-28,30,32-34,36,38-45H2,1-5H3/b16-14+,22-20+,25-24+,31-29+,37-35+",GLPAGCOJQYNMCC-YJGWALHQSA-N,,,,,
CSID24608205,"2-[(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-Docosahexaenoyloxy]-3-(icosanoyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2-[(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-Docosa",,,,,,,,PC aa C42:6,,,,,,,,,,,,24608205,,"InChI=1S/C50H88NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-41-43-50(53)59-48(47-58-60(54,55)57-45-44-51(3,4)5)46-56-49(52)42-40-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,25,27,31,33,37,39,48H,6-7,9,11-13,15,17-19,21,23-24,26,28-30,32,34-36,38,40-47H2,1-5H3/b10-8-,16-14-,22-20-,27-25-,33-31-,39-37-",WAFWSBFKIPCFOF-ZOHKZEOUSA-N,,,,,
CSID24608218,"2-[(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-Docosahexaenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2-[(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-Docosa",,,,,,,,PC ae C40:6,,,,,,,,,,,,24608218,,"InChI=1S/C48H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-26-27-29-31-33-35-37-39-41-48(50)56-47(46-55-57(51,52)54-44-42-49(3,4)5)45-53-43-40-38-36-34-32-30-28-23-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,25-26,29,31,35,37,47H,6-7,9,11-13,15,17-19,21,23-24,27-28,30,32-34,36,38-46H2,1-5H3/b10-8-,16-14-,22-20-,26-25-,31-29-,37-35-",QBZALASVZLFAHF-RRHSVIFUSA-N,,,,,
CSID24822573,"2-[(5Z,8Z)-5,8-Hexadecadienoyloxy]-3-[(9Z,12Z)-9,12-octadecadienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate","2-[(5Z,8Z)-5,8-Hexadecadienoyloxy]-3-[(9Z,12Z)-9,",,,,,,,,PC aa C34:4,,,,,,,,,,,,24822573,,"InChI=1S/C42H76NO8P/c1-6-8-10-12-14-16-18-20-21-23-24-26-28-30-32-34-41(44)48-38-40(39-50-52(46,47)49-37-36-43(3,4)5)51-42(45)35-33-31-29-27-25-22-19-17-15-13-11-9-7-2/h14,16,19-22,27,29,40H,6-13,15,17-18,23-26,28,30-39H2,1-5H3/b16-14-,21-20-,22-19-,29-27-",RKYCIBJXHAQCQG-SUZFZWTJSA-N,,,,,
CSID24822898,"2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-",,,,,,,,PC ae C38:4,,,,,,,,,,,,24822898,,"InChI=1S/C46H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-46(48)54-45(44-53-55(49,50)52-42-40-47(3,4)5)43-51-41-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h14,16,20,22,25,27,31,33,45H,6-13,15,17-19,21,23-24,26,28-30,32,34-44H2,1-5H3/b16-14-,22-20-,27-25-,33-31-",GBNPCIWXLWZJGA-MEYQAEQNSA-N,,,,,
CSID4942851,"2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-3-(palmitoyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyloxy]-",,,,,,,,PC aa C36:4,,,,,,,,,,,,4942851,,"InChI=1S/C44H80NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h14,16,20-21,23,25,29,31,42H,6-13,15,17-19,22,24,26-28,30,32-41H2,1-5H3/b16-14-,21-20-,25-23-,31-29-",IIZPXYDJLKNOIY-QESOLOLUSA-N,,,,,
CSID24822903,"2-[(7E,10E,13E,16E,19E)-7,10,13,16,19-Docosapentaenoyloxy]-3-(octadecyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2-[(7E,10E,13E,16E,19E)-7,10,13,16,19-Docosapenta",,,,,,,,PC ae C40:5,,,,,,,,,,,,24822903,,"InChI=1S/C48H88NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-26-27-29-31-33-35-37-39-41-48(50)56-47(46-55-57(51,52)54-44-42-49(3,4)5)45-53-43-40-38-36-34-32-30-28-23-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,25-26,29,31,47H,6-7,9,11-13,15,17-19,21,23-24,27-28,30,32-46H2,1-5H3/b10-8+,16-14+,22-20+,26-25+,31-29+",HJDYJUQFSIJNGA-MMLUMLTRSA-N,,,,,
CSID4940699,2-[(9Z)-9-Octadecenoyloxy]-3-(palmitoyloxy)propyl 2-(trimethylammonio)ethyl phosphate,2-[(9Z)-9-Octadecenoyloxy]-3-(palmitoyloxy)propyl,,,,,,,,PC aa C34:1,,,,,,,,,,,,4940699,,"InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-",WTJKGGKOPKCXLL-MRCUWXFGSA-N,,,,,
CSID24822466,"2-[(9Z,12Z,15Z)-9,12,15-Octadecatrienoyloxy]-3-(stearoyloxy)propyl 2-(trimethylammonio)ethyl phosphate","2-[(9Z,12Z,15Z)-9,12,15-Octadecatrienoyloxy]-3-(s",,,,,,,,PC aa C36:3,,,,,,,,,,,,24822466,,"InChI=1S/C44H82NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h9,11,15,17,21,23,42H,6-8,10,12-14,16,18-20,22,24-41H2,1-5H3/b11-9-,17-15-,23-21-",WZCLAXMADUBPSG-XDZFUVEGSA-N,,,,,
CHEM100006190,2-acetamidophenol sulfate,2-acetamidophenol sulfate,,,_2_acetamidophenol_sulfate,,,,2-acetamidophenol sulfate,,,2-acetamidophenol sulfate,,,,,,,100006190,48580,181671,,,,,40712-60-5,,XENOBIOTICS,DRUG,
HMDB00510,2-aminoadipate,2-aminoadipate,,,_2_aminoadipate,,,2-aminoadipate,2-aminoadipate,,,2-aminoadipate,,,,HMDB00510,HMDB00510,,381,6146,469,,,,,542-32-5;1118-90-7,C00956,AMINO ACID,LYSINE METABOLISM,
HMDB00650,2-aminobutyrate,2-aminobutyrate,,,_2_aminobutyrate,,,,2-aminobutyrate,,2-aminobutyrate,2-aminobutyrate,,2-aminobutyrate,,HMDB00650,HMDB00650,,1128,1577;32309;32348;42374,4.39692E+12,,,,,1492-24-6,C02261,AMINO ACID,"BUTANOATE METABOLISM; CYSTEINE, METHIONINE, SAM, TAURINE METABOLISM",
CHEM100004542,2-aminoheptanoate or 2-aminoheptanoic acid (X - 11818),2-aminoheptanoate,2-aminoheptanoic acid,X - 11818,_2_aminoheptanoate,_2_aminoheptanoic_acid,x_11818,,2-aminoheptanoate,,X - 11818,2-aminoheptanoate,,2-aminoheptanoic acid,,,,,100004542,43761;33163,227939,,,,,1115-90-8,,LIPID,"MEDIUM CHAIN FATTY ACID; FATTY ACID, AMINO",
HMDB00991,2-aminooctanoate,2-aminooctanoate,,,_2_aminooctanoate,,,,2-aminooctanoate,,,2-aminooctanoate,,,,HMDB00991,HMDB00991,,100004227,43343,69522,,,,,644-90-6,,LIPID,"FATTY ACID, AMINO",
COMP34040,2-aminooctanoic acid (X - 12510),2-aminooctanoic acid,X - 12510,,x_12510,,,,,,X - 12510,,,2-aminooctanoic acid,,,,,,34040,,,,,,,,,,
HMDB61116,2-aminophenol sulfate (X - 12253),2-aminophenol sulfate,X - 12253,,_2_aminophenol_sulfate,x_12253,,,2-aminophenol sulfate,,,2-aminophenol sulfate,,2-aminophenol sulfate,,HMDB61116,HMDB61116,,100004322,33675;43266,181670,,,,,,,XENOBIOTICS,CHEMICAL,
HMDB04666,2-arachidonoyl glycerol or 2-arachidonoylglycerol (20:4),2-arachidonoyl glycerol,2-arachidonoylglycerol (20:4),,_2_arachidonoyl_glycerol,,,,2-arachidonoylglycerol (20:4),,,2-arachidonoyl glycerol,,,,HMDB04666,HMDB04666,,100000584,19266,5282280,,,,,53847-30-6,C13856,LIPID,MONOACYLGLYCEROL,
CHEM100001554,2-arachidonoylglycerophosphocholine*,2-arachidonoylglycerophosphocholine*,,,_2_arachidonoylglycerophoscho,,,,2-arachidonoyl-GPC (20:4)*,,2-arachidonoylglycerophosphocholine*,2-arachidonoylglycerophosphocholine*,,2-arachidonoylglycerophosphocholine*,,,,,100001554,33387;35256,,,,,,,,LIPID,LYSOLIPID,
CHEM100001674,2-arachidonoylglycerophosphoethanolamine*,2-arachidonoylglycerophosphoethanolamine*,,,_2_arachidonoylglycerophoseth,,,,2-arachidonoyl-GPE (20:4)*,,2-arachidonoylglycerophosphoethanolamine*,2-arachidonoylglycerophosphoethanolamine*,,2-arachidonoylglycerophosphoethanolamine*,,,,,100001674,32815,,,,,,,,LIPID,LYSOLIPID,
COMP38077,2-arachidonoylglycerophosphoinositol*,2-arachidonoylglycerophosphoinositol*,,,_2_arachidonoylglycerophosino,,,,,,,,,,,,,,,38077,,,,,,,,LIPID,LYSOLIPID,
