UID_01,BIOCHEMICAL,BIOCHEMICAL_NAME1,BIOCHEMICAL_NAME2,BIOCHEMICAL_NAME3,NCI_METABOLON_NAME1,NCI_METABOLON_NAME2,NCI_METABOLON_NAME3,ABC_BROAD_NAME,FENLAND_METABOLON_NAME,FENLAND_BIOCRATES_NAME,ARIC_BATCH1_METABOLON_NAME,ARIC_BATCH2_METABOLON_NAME,UCLEB_NMR_NAME,SHANGHAI_CHD_METABOLON_NAME,HCI_WCMC_NAME,HMDB_ID,HMDB_ID1,HMDB_ID2,CHEMICAL_ID,COMP_ID,PUBCHEM,CHEMSPIDER,CHEBI,INCHI,INCHIKEY,CAS,KEGG,SUPER_PATHWAY,SUB_PATHWAY,FLAG
CHEM100003525,Seryltyrosine,Seryltyrosine,,,seryltyrosine,,,,,,,seryltyrosine,,,,,,,100003525,42077,4575735,,,,,21435-27-8,,PEPTIDE,DIPEPTIDE,
CHEM100003522,Serylvaline,Serylvaline,,,,,,,,,,serylvaline,,,,,,,100003522,42058,,,,,,,,,,
HMDB03236,Solanidine,Solanidine,,,solanidine,,,,,,,solanidine,,,,HMDB03236,HMDB03236,,100002773,39788,65727,,,,,80-78-4,C06543,XENOBIOTICS,FOOD COMPONENT/PLANT,
CHEM100003790,Sorbate,Sorbate,,,sorbate,,,,,,,,,,,,,,100003790,41502,643460,,,,,110-44-1,D02411,XENOBIOTICS,FOOD COMPONENT/PLANT,
HMDB00247,Sorbitol,Sorbitol,,,sorbitol,,,sorbitol,,,,sorbitol,,,sorbitol,HMDB00247,HMDB00247,,506,15053,107428;5780,,,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1",FBPFZTCFMRRESA-JGWLITMVSA-N,6706-59-8,C00794,CARBOHYDRATE,"FRUCTOSE, MANNOSE, GALACTOSE, STARCH, AND SUCROSE METABOLISM",
HMDB01266,Sorbose,Sorbose,,,sorbose,,,,,,,,,,,HMDB01266,HMDB01266,,220,563;11491,441484,,,,,87-79-6,C00247,CARBOHYDRATE,"FRUCTOSE, MANNOSE, GALACTOSE, STARCH, AND SUCROSE METABOLISM",
HMDB01257,Spermidine,Spermidine,,,spermidine,,,,,Spermidine,,,,,,HMDB01257,HMDB01257,,50,485,1102,,,"InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2",ATHGHQPFGPMSJY-UHFFFAOYSA-N,124-20-9,C00315,AMINO ACID,POLYAMINE METABOLISM,
HMDB01256,Spermine,Spermine,,,,,,,,Spermine,,,,,,HMDB01256,HMDB01256,,,,,,,"InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2",PFNFFQXMRSDOHW-UHFFFAOYSA-N,,,,,
HMDB00269,Sphinganine,Sphinganine,,,sphinganine,,,,sphinganine,,,sphinganine,,,,HMDB00269,HMDB00269,,313,17769,3126,,,,,3102-56-5,C00836,LIPID,SPHINGOLIPID METABOLISM,
HMDB01383,Sphinganine-1-phosphate,Sphinganine-1-phosphate,,,sphinganine_1_phosphate,,,,,,,,,,,HMDB01383,HMDB01383,,100001876,52605,520,,,,,19794-97-9,,LIPID,SPHINGOLIPID METABOLISM,
CHEM100006314,"Sphingomyelin (d18:1/15:0, d16:1/17:0)*","Sphingomyelin (d18:1/15:0, d16:1/17:0)*",,,sphingomyelin__d18_1_15_0__d1,,,,"sphingomyelin (d18:1/15:0, d16:1/17:0)*",,,,,,,,,,100006314,52433,,,,,,121999-58-4,,LIPID,SPHINGOLIPID METABOLISM,
CHEM100008920,"Sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)","Sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0",,,sphingomyelin__d18_1_17_0__d1,,,,,,,,,,,,,,100008920,52615,,,,,,121999-64-2,,LIPID,SPHINGOLIPID METABOLISM,
CHEM100009025,"Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0",,,sphingomyelin__d18_1_21_0__d1,,,,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",,,,,,,,,,100009025,52495,,,,,,,,LIPID,SPHINGOLIPID METABOLISM,
CHEM100008956,"Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1",,,sphingomyelin__d18_2_23_0__d1,,,,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",,,,,,,,,,100008956,52435,,,,,,,,LIPID,SPHINGOLIPID METABOLISM,
CHEM100008957,"Sphingomyelin (d18:2/24:1, d18:1/24:2)*","Sphingomyelin (d18:2/24:1, d18:1/24:2)*",,,sphingomyelin__d18_2_24_1__d1,,,,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",,,,,,,,,,100008957,52437,,,,,,,,LIPID,SPHINGOLIPID METABOLISM,
CSID24608391,Sphingomyelin d18:1-C22:0,Sphingomyelin d18:1-C22:0,,,,,,,,,,,,,Sphingomyelin d18:1-C22:0,,,,,,,24608391,,"InChI=1S/C45H91N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-45(49)46-43(42-53-54(50,51)52-41-40-47(3,4)5)44(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h36,38,43-44,48H,6-35,37,39-42H2,1-5H3,(H-,46,49,50,51)/b38-36+/t43-,44+/m1/s1",FJJANLYCZUNFSE-QVMKKYBKSA-N,,,,,orig NIHWCMC name: SM (d40:1)
CSID24608393,Sphingomyelin d18:1-C23:0,Sphingomyelin d18:1-C23:0,,,,,,,,,,,,,Sphingomyelin d18:1-C23:0,,,,,,,24608393,,"InChI=1S/C46H93N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-28-30-32-34-36-38-40-46(50)47-44(43-54-55(51,52)53-42-41-48(3,4)5)45(49)39-37-35-33-31-29-27-19-17-15-13-11-9-7-2/h37,39,44-45,49H,6-36,38,40-43H2,1-5H3,(H-,47,50,51,52)/b39-37+/t44-,45+/m1/s1",SXZWBNWTCVLZJN-ZIHSGIAZSA-N,,,,,orig NIHWCMC name: SM (d41:1)
HMDB00252,Sphingosine,Sphingosine,,,sphingosine,,,sphingosine,sphingosine,,,,,sphingosine,,HMDB00252,HMDB00252,,297,17747,5353955,,,,,123-78-4,C00319,LIPID,SPHINGOLIPID METABOLISM,
HMDB00277,Sphingosine 1-phosphate or Erythro-sphingosine-1-phosphate,Sphingosine 1-phosphate,Erythro-sphingosine-1-phosphate,,sphingosine_1_phosphate,erythro_sphingosine_1_phospha,,,sphingosine 1-phosphate,,,sphingosine 1-phosphate,,,,HMDB00277,HMDB00277,,100000626,34445,5283560;10883396,,,,,26993-30-6,C06124,LIPID,SPHINGOLIPID METABOLISM,
HMDB06482,Sphingosyl-phosphocholine or Erythro-sphingosylphosphorylcholine,Sphingosyl-phosphocholine,Erythro-sphingosylphosphorylcholine,,sphingosyl_phosphocholine,erythro_sphingosylphosphorylc,,,,,,,,,,HMDB06482,HMDB06482,,100001440,34412,5280613;9847290,,,,,1670-26-4,C03640,LIPID,SPHINGOLIPID METABOLISM,
HMDB00256,Squalene,Squalene,,,squalene,,,,,,,,,,,HMDB00256,HMDB00256,,508,1518,638072,,,,,111-02-4,C00751,LIPID,STEROL/STEROID,
HMDB04827,Stachydrine,Stachydrine,,,stachydrine,,,,stachydrine,,stachydrine,stachydrine,,stachydrine,,HMDB04827,HMDB04827,,100001296,34384,115244,,,,,4136-37-2,C10172,XENOBIOTICS,FOOD COMPONENT/PLANT,
HMDB34146,Stearamide,Stearamide,,,stearamide,,,,,,stearamide,,,stearamide,,HMDB34146,HMDB34146,,100002105,37487,31292,,,,,124-26-5,C13846,LIPID,"FATTY ACID, AMIDE",
HMDB00827,Stearate (18:0),Stearate (18:0),,,stearate__18_0_,,,,stearate (18:0),,stearate (18:0),stearate (18:0),,stearate (18:0),stearic acid,HMDB00827,HMDB00827,,439,1358,5281,,,"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)",QIQXTHQIDYTFRH-UHFFFAOYSA-N,57-11-4,C01530,LIPID,LONG CHAIN FATTY ACID,
CHEM937,"Stearate, methyl ester or Methyl Stearate","Stearate, methyl ester",Methyl Stearate,,stearate__methyl_ester,methyl_stearate,,,,,methyl stearate,,,,,,,,937,6097,8201,,,,,112-61-8,,LIPID,"FATTY ACID, METHYL ESTER",
HMDB06547,Stearidonate (18:4n3),Stearidonate (18:4n3),,,stearidonate__18_4n3_,,,,stearidonate (18:4n3),,stearidonate (18:4n3),stearidonate (18:4n3),,stearidonate (18:4n3),,HMDB06547,HMDB06547,,100001229,33969,5312508,,,,,111174-40-4,C16300,LIPID,LONG CHAIN FATTY ACID; POLYUNSATURATED FATTY ACID (N3 AND N6),
HMDB13078,Stearoyl ethanolamide,Stearoyl ethanolamide,,,stearoyl_ethanolamide,,,,,,,,,,,HMDB13078,HMDB13078,,100002254,38625,27902,,,,,111-57-9,,LIPID,ENDOCANNABINOID,
HMDB01348,Stearoyl sphingomyelin or Stearoyl sphingomyelin (d18:1/18:0),Stearoyl sphingomyelin,Stearoyl sphingomyelin (d18:1/18:0),,stearoyl_sphingomyelin,stearoyl_sphingomyelin__d18_1,,C18:0 SM,stearoyl sphingomyelin (d18:1/18:0),,stearoyl sphingomyelin,stearoyl sphingomyelin,,stearoyl sphingomyelin,,HMDB01348,HMDB01348,,1538,19503,6453725,,,,,85187-10-6;85187-10-6,C00550,LIPID,SPHINGOLIPID METABOLISM,
CHEM100006135,Stearoyl-arachidonoyl-glycerophosphocholine (1)*,Stearoyl-arachidonoyl-glycerophosphocholine (1)*,,,stearoyl_arachidonoyl_gppc_1,,,,,,,stearoyl-arachidonoyl-glycerophosphocholine (1)*,,,,,,,100006135,48386,,,,,,,,LIPID,LYSOLIPID,
CHEM100006158,Stearoyl-arachidonoyl-glycerophosphocholine (2)*,Stearoyl-arachidonoyl-glycerophosphocholine (2)*,,,stearoyl_arachidonoyl_gppc_2,,,,,,,stearoyl-arachidonoyl-glycerophosphocholine (2)*,,,,,,,100006158,48393,,,,,,,,LIPID,LYSOLIPID,
CHEM100006316,Stearoyl-arachidonoyl-glycerophosphoethanolamine (1)*,Stearoyl-arachidonoyl-glycerophosphoethanolamine,,,stearoyl_arachidonoyl_gppe_1,,,,,,,stearoyl-arachidonoyl-glycerophosphoethanolamine (1)*,,,,,,,100006316,48497,,,,,,,,LIPID,LYSOLIPID,
CHEM100006136,Stearoyl-arachidonoyl-glycerophosphoinositol (1)*,Stearoyl-arachidonoyl-glycerophosphoinositol (1)*,,,stearoyl_arachidonoyl_gppi_1,,,,,,,stearoyl-arachidonoyl-glycerophosphoinositol (1)*,,,,,,,100006136,48282,,,,,,,,LIPID,LYSOLIPID,
CHEM100006154,Stearoyl-linoleoyl-glycerophosphocholine (1)*,Stearoyl-linoleoyl-glycerophosphocholine (1)*,,,stearoyl_linoleoyl_gppc_1,,,,,,,stearoyl-linoleoyl-glycerophosphocholine (1)*,,,,,,,100006154,48387,,,,,,,,LIPID,LYSOLIPID,
CHEM100006155,Stearoyl-linoleoyl-glycerophosphocholine (2)*,Stearoyl-linoleoyl-glycerophosphocholine (2)*,,,stearoyl_linoleoyl_gppc_2,,,,,,,stearoyl-linoleoyl-glycerophosphocholine (2)*,,,,,,,100006155,48388,,,,,,,,LIPID,LYSOLIPID,
CHEM100006320,Stearoyl-linoleoyl-glycerophosphoethanolamine (1)*,Stearoyl-linoleoyl-glycerophosphoethanolamine (1),,,stearoyl_linoleoyl_gppe_1,,,,,,,stearoyl-linoleoyl-glycerophosphoethanolamine (1)*,,,,,,,100006320,48499,,,,,,,,LIPID,LYSOLIPID,
HMDB00848,Stearoylcarnitine or Stearoylcarnitine (C18),Stearoylcarnitine,Stearoylcarnitine (C18),,stearoylcarnitine,,,C18 carnitine,stearoylcarnitine,Octadecanoylcarnitine,stearoylcarnitine,stearoylcarnitine,,stearoylcarnitine,,HMDB00848,HMDB00848,,100001391,34409,6426855,,,"InChI=1S/C25H49NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h23H,5-22H2,1-4H3",FNPHNLNTJNMAEE-UHFFFAOYSA-N,18822-91-8,,LIPID,CARNITINE METABOLISM,
COMP57464,Stearoylcholine*,Stearoylcholine*,,,stearoylcholine,,,,,,,,,,,,,,,57464,,,,,,,,LIPID,FATTY ACID METABOLISM (ACYL CHOLINE),
HMDB00893,Suberate (octanedioate),Suberate (octanedioate),,,suberate__octanedioate_,,,,suberate (octanedioate),,suberate (octanedioate),suberate (octanedioate),,,,HMDB00893,HMDB00893,,100000016,15730,10457,,,,,505-48-6,C08278,LIPID,"FATTY ACID, DICARBOXYLATE",
CHEM100006627,Suberoyl carnitine or Suberoylcarnitine,Suberoyl carnitine,Suberoylcarnitine,,suberoyl_carnitine,suberoylcarnitine,,,,,,,,,,,,,100006627,52990,,,,,,,,LIPID,CARNITINE METABOLISM,
HMDB00254,Succinate,Succinate,,,succinate,,,succinate,succinate,,succinate,succinate,,succinate,succinic acid,HMDB00254,HMDB00254,,252,1437,1110,,,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",KDYFGRWQOYBRFD-UHFFFAOYSA-N,110-15-6,C00042,ENERGY,KREBS CYCLE / TCA CYCLE,
CHEM100003696,Succinimide,Succinimide,,,succinimide,,,,succinimide,,,,,,,,,,100003696,41888,11439,,,,,123-56-8,C07273,XENOBIOTICS,CHEMICAL,
CHEM100001948,Succinylcarnitine (C4-DC),Succinylcarnitine (C4-DC),,,succinylcarnitine,,,,succinylcarnitine,,succinylcarnitine,succinylcarnitine,,succinylcarnitine,,,,,100001948,37058,,,,,,256928-74-2,,ENERGY,KREBS CYCLE / TCA CYCLE,
HMDB31554,Sucralose,Sucralose,,,sucralose,,,,,,,,,,,HMDB31554,HMDB31554,,100001789,36649,71485,,,,,56038-13-2,C12285,XENOBIOTICS; CARBOHYDRATE,"FOOD COMPONENT/PLANT; FRUCTOSE, MANNOSE, GALACTOSE, STARCH, AND SUCROSE METABOLISM",
HMDB00258,Sucrose,Sucrose,,,sucrose,,,sucrose,sucrose,,,,,,sucrose,HMDB00258,HMDB00258,,935,1519,5988,,,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1",CZMRCDWAGMRECN-UGDNZRGBSA-N,57-50-1,C00089,CARBOHYDRATE,"DISACCHARIDES AND OLIGOSACCHARIDES; FRUCTOSE, MANNOSE, GALACTOSE, STARCH, AND SUCROSE METABOLISM",
HMDB15150,Sulfamethoxazole,Sulfamethoxazole,,,sulfamethoxazole,,,,,,,,,,,HMDB15150,HMDB15150,,100009327,53240,5329,,,,,,"D00285,C07315,D00447",XENOBIOTICS,DRUG,
HMDB01448,Sulfate*,Sulfate*,,,sulfate,,,,sulfate*,,,sulfate*,,,,HMDB01448,HMDB01448,,100002528,46960,1118,,,,,14808-79-8,C00059,XENOBIOTICS,CHEMICAL,
ME056306,TG (42:0),TG (42:0),,,,,,,,,,,,,TG (42:0),,,,,,,,,,,,,,,
ME056307,TG (42:1),TG (42:1),,,,,,,,,,,,,TG (42:1),,,,,,,,,,,,,,,
PUBCHEM56936554,TG (44:1),TG (44:1),,,,,,,,,,,,,TG (44:1),,,,,,56936554,,,"InChI=1S/C47H88O6/c1-4-7-10-13-16-19-22-23-26-28-31-34-37-40-46(49)52-43-44(53-47(50)41-38-35-32-29-25-21-18-15-12-9-6-3)42-51-45(48)39-36-33-30-27-24-20-17-14-11-8-5-2/h19,22,44H,4-18,20-21,23-43H2,1-3H3/b22-19-/t44-/m1/s1",UZLGGKDLJGDGEY-WVSHCNQOSA-N,,,,,
ME056309,TG (44:2),TG (44:2),,,,,,,,,,,,,TG (44:2),,,,,,,,,,,,,,,
HMDB42123,TG (46:0),TG (46:0),,,,,,,,,,,,,TG (46:0),HMDB42123,HMDB42123,,,,,,,"InChI=1S/C49H94O6/c1-4-7-10-13-16-19-22-24-27-30-33-36-39-42-48(51)54-45-46(44-53-47(50)41-38-35-32-29-26-21-18-15-12-9-6-3)55-49(52)43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h46H,4-45H2,1-3H3",JWVXCFSNEOMSHH-UHFFFAOYSA-N,,,,,
CSID30779211,TG (46:2),TG (46:2),,,,,,,,,,,,,TG (46:2),,,,,,,30779211,,"InChI=1S/C49H90O6/c1-4-7-10-13-16-19-22-24-27-30-33-36-39-42-48(51)54-45-46(44-53-47(50)41-38-35-32-29-26-21-18-15-12-9-6-3)55-49(52)43-40-37-34-31-28-25-23-20-17-14-11-8-5-2/h19-20,22-23,46H,4-18,21,24-45H2,1-3H3/b22-19-,23-20-/t46-/m1/s1",XUEMVUXNOCIHLG-MOFPORNTSA-N,,,,,
PUBCHEM56936561,TG (46:3),TG (46:3),,,,,,,,,,,,,TG (46:3),,,,,,56936561,,,"InChI=1S/C49H88O6/c1-4-7-10-13-16-19-22-23-24-25-28-30-33-36-39-42-48(51)54-45-46(55-49(52)43-40-37-34-31-27-21-18-15-12-9-6-3)44-53-47(50)41-38-35-32-29-26-20-17-14-11-8-5-2/h7,10,16,19,23-24,46H,4-6,8-9,11-15,17-18,20-22,25-45H2,1-3H3/b10-7-,19-16-,24-23-/t46-/m1/s1",AQARPXOEHQBBQN-OJJDTYCWSA-N,,,,,
ME056314,TG (48:3),TG (48:3),,,,,,,,,,,,,TG (48:3),,,,,,,,,,,,,,,
ME056315,TG (48:4),TG (48:4),,,,,,,,,,,,,TG (48:4),,,,,,,,,,,,,,,
PUBCHEM9543988,TG (49:0),TG (49:0),,,,,,,,,,,,,TG (49:0),,,,,,9543988,,,"InChI=1S/C52H100O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-51(54)57-48-49(58-52(55)46-43-40-37-34-31-27-24-21-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h49H,4-48H2,1-3H3/t49-/m1/s1",TTWJTJMWHOYBPQ-ANFMRNGASA-N,,,,,
HMDB43913,TG (50:0),TG (50:0),,,,,,,,,,,,,TG (50:0),HMDB43913,HMDB43913,,,,,,,"InChI=1S/C53H102O6/c1-4-7-10-13-16-19-22-25-26-29-32-35-38-41-44-47-53(56)59-50(48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2)49-58-52(55)46-43-40-37-34-31-28-24-21-18-15-12-9-6-3/h50H,4-49H2,1-3H3",QRJMBNGGFSPTQP-UHFFFAOYSA-N,,,,,
HMDB05430,TG (50:2),TG (50:2),,,,,,,,,,,,,TG (50:2),HMDB05430,HMDB05430,,,,,,,"InChI=1S/C53H98O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h20-21,23-24,50H,4-19,22,25-49H2,1-3H3/b23-20-,24-21-/t50-/m1/s1",QEZWFCZNHWUARW-XQCAQTCHSA-N,,,,,
PUBCHEM9544045,TG (50:5),TG (50:5),,,,,,,,,,,,,TG (50:5),,,,,,9544045,,,"InChI=1S/C53H92O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h7,10,16,19-21,23-26,50H,4-6,8-9,11-15,17-18,22,27-49H2,1-3H3/b10-7-,19-16-,23-20-,24-21-,26-25-/t50-/m1/s1",AFTBPUXZTDLRSP-UDQIKIEDSA-N,,,,,
ME056321,TG (51:0),TG (51:0),,,,,,,,,,,,,TG (51:0),,,,,,,,,,,,,,,
PUBCHEM9544006,TG (51:1),TG (51:1),,,,,,,,,,,,,TG (51:1),,,,,,9544006,,,"InChI=1S/C54H102O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-52(55)58-49-51(60-54(57)48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h22,25,51H,4-21,23-24,26-50H2,1-3H3/b25-22-/t51-/m0/s1",OZAXLAGNPZMZAD-BOEMPQCLSA-N,,,,,
PUBCHEM9544013,TG (51:2),TG (51:2),,,,,,,,,,,,,TG (51:2),,,,,,9544013,,,"InChI=1S/C54H100O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-52(55)58-49-51(60-54(57)48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h22,24-25,27,51H,4-21,23,26,28-50H2,1-3H3/b25-22-,27-24-/t51-/m0/s1",NSNSZGBCOIKUBU-SZOKBDNISA-N,,,,,
PUBCHEM545690,TG (52:0),TG (52:0),,,,,,,,,,,,,TG (52:0),,,,,,545690,,,"InChI=1S/C55H106O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h52H,4-51H2,1-3H3/t52-/m1/s1",SDNYRTVJOFMYIW-OIVUAWODSA-N,,,,,
ME056326,TG (52:6),TG (52:6),,,,,,,,,,,,,TG (52:6),,,,,,,,,,,,,,,
PUBCHEM9544081,TG (53:1),TG (53:1),,,,,,,,,,,,,TG (53:1),,,,,,9544081,,,"InChI=1S/C56H106O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-53(51-60-54(57)48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h24,27,53H,4-23,25-26,28-52H2,1-3H3/b27-24-/t53-/m1/s1",WWJIBIGWKGFVAQ-JNSYTQKUSA-N,,,,,
PUBCHEM9544102,TG (53:2),TG (53:2),,,,,,,,,,,,,TG (53:2),,,,,,9544102,,,"InChI=1S/C56H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-53(51-60-54(57)48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h15,18,24,27,53H,4-14,16-17,19-23,25-26,28-52H2,1-3H3/b18-15-,27-24-/t53-/m1/s1",RSINITWKVQRWSZ-RFVLVDBCSA-N,,,,,
PUBCHEM9544126,TG (53:3),TG (53:3),,,,,,,,,,,,,TG (53:3),,,,,,9544126,,,"InChI=1S/C56H102O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-53(51-60-54(57)48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h24-29,53H,4-23,30-52H2,1-3H3/b27-24-,28-25-,29-26-/t53-/m1/s1",ZNQBEJJYVJSZLM-LEDQTTRKSA-N,,,,,
PUBCHEM9544152,TG (53:4),TG (53:4),,,,,,,,,,,,,TG (53:4),,,,,,9544152,,,"InChI=1S/C56H100O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-53(51-60-54(57)48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h15,18,24-29,53H,4-14,16-17,19-23,30-52H2,1-3H3/b18-15-,27-24-,28-25-,29-26-/t53-/m1/s1",BMSDHYZLQWTKSQ-LSJAAEOESA-N,,,,,
PUBCHEM6182417,TG (54:2),TG (54:2),,,,,,,,,,,,,TG (54:2),,,,,,6182417,,,"InChI=1S/C57H106O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-54(63-57(60)51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h25,27-28,30,54H,4-24,26,29,31-53H2,1-3H3/b28-25+,30-27+",RYNHWWNZNIGDAQ-WGSDILPMSA-N,,,,,
HMDB10460,TG (54:5),TG (54:5),,,,,,,,,,,,,TG (54:5),HMDB10460,HMDB10460,,,,,,,"InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-54(63-57(60)51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25-30,54H,4-6,8-9,11-15,17-18,20-24,31-53H2,1-3H3/b10-7-,19-16-,28-25-,29-26-,30-27-/t54-/m0/s1",OEJXMJPFOHYSIU-GRLFFVHSSA-N,,,,,
ME056334,TG (55:1),TG (55:1),,,,,,,,,,,,,TG (55:1),,,,,,,,,,,,,,,
ME056335,TG (55:2),TG (55:2),,,,,,,,,,,,,TG (55:2),,,,,,,,,,,,,,,
ME056336,TG (55:3),TG (55:3),,,,,,,,,,,,,TG (55:3),,,,,,,,,,,,,,,
ME056337,TG (56:0),TG (56:0),,,,,,,,,,,,,TG (56:0),,,,,,,,,,,,,,,
HMDB05402,TG (56:1),TG (56:1),,,,,,,,,,,,,TG (56:1),HMDB05402,HMDB05402,,,,,,,"InChI=1S/C59H112O6/c1-4-7-10-13-16-19-22-25-28-29-32-34-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-35-31-27-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-33-30-26-23-20-17-14-11-8-5-2/h27,31,56H,4-26,28-30,32-55H2,1-3H3/b31-27-/t56-/m1/s1",OCYFAHIHWCVZKS-FHSLLVMSSA-N,,,,,
HMDB05409,TG (56:2),TG (56:2),,,,,,,,,,,,,TG (56:2),HMDB05409,HMDB05409,,,,,,,"InChI=1S/C59H110O6/c1-4-7-10-13-16-19-22-25-28-29-32-34-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-35-31-27-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-33-30-26-23-20-17-14-11-8-5-2/h18,21,27,31,56H,4-17,19-20,22-26,28-30,32-55H2,1-3H3/b21-18-,31-27-/t56-/m1/s1",PDEQUPGHMOMBFC-FYEHETCMSA-N,,,,,
HMDB05454,TG (56:3),TG (56:3),,,,,,,,,,,,,TG (56:3),HMDB05454,HMDB05454,,,,,,,"InChI=1S/C59H108O6/c1-4-7-10-13-16-19-22-25-28-29-32-34-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-35-31-27-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-33-30-26-23-20-17-14-11-8-5-2/h25-28,30-31,56H,4-24,29,32-55H2,1-3H3/b28-25-,30-26-,31-27-/t56-/m1/s1",QXMHHXQBBKDSSL-BAQZNRHJSA-N,,,,,
